Title,Company,Company_Rating,Location,Salary,Date,Description
iOS Software Engineer (Desarrollador iOS) [Remote Position],iTjuana,,Remoto in México,,EmployerActivo hace 17 días,"Implementing web and mobile experiences based on data insights.
 This position will be working with one of our customers, in the medical device industry."
Sr. QA Automation Engineer JoinMDC-QA - Remote Position,Oracle,3.8,"Remoto in Guadalajara, Jal.",,Postedhace 25 días,"Via SaaS solutions built on Oracle’s next-generation cloud infrastructure (OCI), we speed delivery of utility-specific services, increase corporate…"
Web Front End Applications Architect - JoinMDC-SD,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"Deep knowledge of data modeling and query performance tuning.
 This role is responsible for developing key product features and differentiators for the Student…"
Sr. Applications Developer (Java) - JoinMDC-SD,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"Our large data sets and low latency solutions require a deep background in computer science.
 What You'll Bring Bachelor's degree or higher in software…"
Self-Service Channels Specialist,GM Financial,3.6,"Monterrey, N. L.",,Postedhace 30+ días,"Strong analytical skills to propose enhancements based on data and statistics.
 Work with Customer Service, Collections and Customer Experience Operations areas…"
Helpdesk Senior Associate (Remote),NTT DATA,3.4,"Remoto temporalmente in Guadalajara, Jal.",,Postedhace 24 días,"(Remote). The candidate for this role must be located within a commutable distance to our office located Guadalajara, Mexico."
nuevo empleoLIDER DE MERCADOTECNIA,Ana Davila,,"Saltillo, Coah.",,Postedhace 2 días,"Creacipon y Gestión de campañas.
 A/B Testing y Diseño de Embudos de Conversión.
 Aportar Ideas creativas para las estrategias de marketing."
nuevo empleoGerente Operaciones Hospital (Clínica de Subespecialidades),CODET Vision Institute,4.4,"Tijuana, B.C.",,Postedhace 1 día,"Examinar data de servicios y usarla para mejorar la rentabilidad.
 Ingles conversacional y escrito ( Nivel avanzado).
 Experiencia de 5 años en puesto similar."
nuevo empleoCarrier Development and Sourcing,Charger Logistics Inc,,"San Pedro Garza García, N. L.",,EmployerActivo hace 5 días,"Conduct business reviews, inclusive of data mining and analyses, utilizing internal systems, gathering stakeholder feedback, market information, providing…"
Technical Sales Representative Monterrey Mexico,TIGER Drylac Canada Inc.,,"Monterrey, N. L.",,Postedhace 15 días,"O Enter and maintains data into CRM.
 Responsible for the promotion of TIGER Drylac’s brand, products, sales, customer service and application field support in a…"
Sr Logistic Supervisor,Corning Optical Communications,3.8,"Reynosa, Tamps.",,EmployerActivo hace 3 días,"Monitor and analyze metrics data such as: Verified pallets, shipped pallets, loaded trucks, shipped trucks, over time, absenteeism; review trends of operation…"
Sr. Molding Production Supervisor,Corning Optical Communications,3.8,"Apodaca, N. L.",,EmployerActivo hace 12 días,"Assure data driven efficient utilization and achievement of.
 Lead manufacturing activities to achieve efficient operations directing and supervising the…"
"Lead Trainer, Onboarding Program",Stryker,3.8,"Tijuana, B.C.",,Postedhace 30+ días,"Understand and explain company policies, detailed procedures and fill out reports based on collected data.
 Our total rewards package offering includes bonuses,…"
Plant Facilities Engineer Specialist,Stellantis,3.3,"Saltillo, Coah.",,Postedhace 30+ días,Seguimiento a EWO's de paros significativos derivados de los análisis de causas raíz para la eliminación de desperdicios y mejorar la disponibilidad y desempeño…
"nuevo empleoHR Analyst II, Benefits","Arrow Electronics, Inc.",3.5,"Tlaquepaque, Jal.",,Postedhace 6 días,"Research market data trends and provide recommendations.
 Administer Arrow LATAM's benefit programs, including but not limited to medical, life, vouchers, time…"
Software Category Manager,NTT DATA,3.4,"Guadalajara, Jal.",,Postedhace 27 días,"Responsible for operational success, strategic alignment and integration of activities between various NTT Operating Companies for all matters related to global…"
Software QA Engineer / Tester,Dilato Tecnologías de la Información LTDA,,"Tijuana, B.C.",,EmployerActivo hace 3 días,"Prepare the related test data and configuration environment according to the above plans.
 We offer comprehensive QA services that combine the best resources…"
SDET Engineer JoinMDC-QA,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,".NET team is responsible for Oracle on prem and cloud database integration with Microsoft .
 NET components and tools include Oracle Data Provider for ."
Senior UX Designer for eCommerce,Hewlett Packard Enterprise,3.8,"Tlaquepaque, Jal.",,Postedhace 30+ días,Ability to analyse and synthesize qualitative and quantitative data from user research with experience in usability tests and defining / analysing metrics to…
Sr. QA Analyst / JoinMDC-QA,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"Key Responsibilities: Perform manual and automated testing of modern large-scale web-based Oracle products.
 Design test coverage, create test plans, test cases,…"
nuevo empleoSenior Java Backend Developer (Remote in all MEXICO),Jonajo Consulting,,"Remoto temporalmente in Monterrey, N. L.+3 ubicaciones",,Postedhace 2 días,"Strong in data modeling/database organization experience.
 Strong in data modeling/database organization experience.
 Java Developer, Typescript a plus."
nuevo empleoBGV- Service Delivery Executive,Neeyamo Enterprise Solutions,,"San Andrés Cholula, Pue.",,PostedHoy,"Candidate should have the capability to own the problem and get the job done effectively- must be capable of getting verifications, solving customer issues…"
nuevo empleoWarehousing and Distribution Logistics Specialist (Night Shi...,Charger Logistics Inc,,"Monterrey, N. L.",,Postedhace 5 días,"Conduct business reviews, inclusive of data mining and analyses, utilizing internal systems, gathering stakeholder feedback, market information, providing…"
nuevo empleoRepresentante de Desarrollo de Ventas,Parkbench.com,,Ciudad de México,,PostedHoy,"Paid internet and cell phone data plans.
 Parkbench.com is looking for 3 full-time, Sales Development Representatives to join our Personalized Outreach Demo…"
IoT Software Engineer,iTjuana,,"Tijuana, B.C.",,EmployerActivo hace 3 días,We are seeking a Software Engineer that can directly impact the experience of patients and clinicians as well as business operations with their breadth of…
"nuevo empleoHR Analyst II, Benefits","Arrow Electronics, Inc.",3.5,"Tlaquepaque, Jal.",,Postedhace 6 días,"Research market data trends and provide recommendations.
 Administer Arrow LATAM's benefit programs, including but not limited to medical, life, vouchers, time…"
iOS Developer Remote Positions,iTjuana,,"Remoto in Querétaro, Qro.+1 ubicación",,EmployerActivo hace 5 días,"Implementing web and mobile experiences based on data insights.
 Test enthusiastic and practitioner of TDD.
 Write high quality code, using software engineering…"
nuevo empleoEHS Manager,ILC Dover LP,,"Ciudad Juárez, Chih.",,Postedhace 8 días,"Ensures that safety data sheets are maintained and readily accessible when needed.
 Compiles data for annual multimedia environmental reporting (Air, Waste,…"
DevOps engineer,"Randstad, México",3.7,"Remoto temporalmente in Azcapotzalco, CDMX",,Postedhace 30+ días,"Ability to translate business requirements into analytics solutions and create visualizations levering data modeling tools.
 Job Types: Full-time, Permanent."
Quality Manager,ILC Dover LP,,"Ciudad Juárez, Chih.",,Postedhace 12 días,"Make decisions based on relevant data and current Good Manufacturing Practices (cGMPs).
 Utilizing strong data analytics, provide ongoing strategic review and…"
Collections Associate II,"Arrow Electronics, Inc.",3.5,"Zapopan, Jal.",,Postedhace 25 días,"Contact Customers for payment information on Invoices, independently pull data, build basic reporting, and answer customer questions."
Cloud Application Engineer JoinMDC-IT,Oracle,3.8,"Guadalajara, Jal.",,Postedhace 30+ días,"They consistently improve data quality and cut months off the clinical trials phase of research, benefiting thousands of lives by bringing better, safer drugs…"
nuevo empleoTech Lead,Movi,,"Miguel Hidalgo, CDMX",,Postedhace 2 días,"Encryption and security of company data.
 Define software architecture suitable for the needs of the project.
 Create timelines for development and deployment of…"
nuevo empleoLead Strategy and Operations Analyst (Remote - Mexico),BigCommerce,,"Remoto in Guadalajara, Jal.+1 ubicación",,Postedhace 1 día,"Expert in SQL query writing for data exploration required.
 Experience with data exploration and analysis in Tableau, Looker preferred."
Ingeniero de Controles / Senior Controls Specialist,Spiegel MFG S.A. De C.V.,,"Tlalnepantla, Méx.",,EmployerActivo hace 14 días,"Conocimiento deseable en Redes LAN, WAN y Wireless, Administración de Servidores - UNIX, Windows y Linux.
 Mínimo 5 años de Experiencia en Active Directory, MS…"
nuevo empleoEHS Manager,Corning Optical Communications,3.8,"Reynosa, Tamps.",,PostedHoy,"G. Compile, analyze, and interpret environmental and safety and hygiene (accident, loss, and exposure) statistical data.
 L. Track and manage budget."
EJECUTIVO DE CUENTA CLAVE LINEA AUTOSERVICIOS,"Rish, SA de CV",,"Lerma de Villada, Méx.",,EmployerActivo hace 2 días,Análisis de Data de los portales para generar reportes que nos permitan tener visibilidad y sensibilidad de negocio para decisiones asertivas.
nuevo empleoLIDER DE MERCADOTECNIA,Ana Davila,,"Saltillo, Coah.",,Postedhace 2 días,"Creacipon y Gestión de campañas.
 A/B Testing y Diseño de Embudos de Conversión.
 Aportar Ideas creativas para las estrategias de marketing."
nuevo empleoRepresentante de Desarrollo de Ventas,Parkbench.com,,Ciudad de México,,PostedHoy,"Paid internet and cell phone data plans.
 Parkbench.com is looking for 3 full-time, Sales Development Representatives to join our Personalized Outreach Demo…"
Automation Tester [SDET],iTjuana,,Baja California,,Postedhace 30+ días,"Implementing and testing web and mobile experiences based on data insights.
 Applying agile practices to delivery high quality products always on time."
Plant Facilities Engineer Specialist,Stellantis,3.3,"Saltillo, Coah.",,Postedhace 30+ días,Seguimiento a EWO's de paros significativos derivados de los análisis de causas raíz para la eliminación de desperdicios y mejorar la disponibilidad y desempeño…
iOS Developer Remote Positions,iTjuana,,"Remoto in Querétaro, Qro.+1 ubicación",,EmployerActivo hace 5 días,"Implementing web and mobile experiences based on data insights.
 Test enthusiastic and practitioner of TDD.
 Write high quality code, using software engineering…"
